 time            v(NIN)          v(NDIV)         v(NSKOUT)      
 2.63263383e-03 -5.92157413e+00 -1.47990758e+00 -4.91449116e-01 
 2.63313383e-03 -5.93844389e+00 -1.48412664e+00 -4.96806873e-01 
 2.63363383e-03 -5.95525504e+00 -1.48833105e+00 -5.02159728e-01 
 2.63413383e-03 -5.97200742e+00 -1.49252077e+00 -5.07507628e-01 
 2.63463383e-03 -5.98870085e+00 -1.49669577e+00 -5.12850519e-01 
 2.63513383e-03 -6.00533518e+00 -1.50085599e+00 -5.18188350e-01 
 2.63563383e-03 -6.02191024e+00 -1.50500140e+00 -5.23521067e-01 
 2.63613383e-03 -6.03842587e+00 -1.50913196e+00 -5.28848618e-01 
 2.63663383e-03 -6.05488190e+00 -1.51324762e+00 -5.34170951e-01 
 2.63713383e-03 -6.07127816e+00 -1.51734835e+00 -5.39488012e-01 
 2.63763383e-03 -6.08761451e+00 -1.52143410e+00 -5.44799750e-01 
 2.63813383e-03 -6.10389078e+00 -1.52550483e+00 -5.50106112e-01 
 2.63863383e-03 -6.12010680e+00 -1.52956051e+00 -5.55407045e-01 
 2.63913383e-03 -6.13626242e+00 -1.53360110e+00 -5.60702498e-01 
 2.63963383e-03 -6.15235748e+00 -1.53762655e+00 -5.65992417e-01 
 2.64013383e-03 -6.16839181e+00 -1.54163682e+00 -5.71276751e-01 
 2.64063383e-03 -6.18436527e+00 -1.54563188e+00 -5.76555448e-01 
 2.64113383e-03 -6.20027769e+00 -1.54961168e+00 -5.81828456e-01 
 2.64163383e-03 -6.21612891e+00 -1.55357619e+00 -5.87095722e-01 
 2.64213383e-03 -6.23191879e+00 -1.55752537e+00 -5.92357194e-01 
 2.64263383e-03 -6.24764716e+00 -1.56145918e+00 -5.97612821e-01 
 2.64313383e-03 -6.26331386e+00 -1.56537757e+00 -6.02862551e-01 
 2.64363383e-03 -6.27891875e+00 -1.56928052e+00 -6.08106331e-01 
 2.64413383e-03 -6.29446167e+00 -1.57316797e+00 -6.13344111e-01 
 2.64463383e-03 -6.30994247e+00 -1.57703990e+00 -6.18575838e-01 
 2.64513383e-03 -6.32536099e+00 -1.58089627e+00 -6.23801461e-01 
 2.64563383e-03 -6.34071708e+00 -1.58473704e+00 -6.29020929e-01 
 2.64613383e-03 -6.35601059e+00 -1.58856216e+00 -6.34234189e-01 
 2.64663383e-03 -6.37124136e+00 -1.59237161e+00 -6.39441190e-01 
 2.64713383e-03 -6.38640926e+00 -1.59616534e+00 -6.44641881e-01 
 2.64763383e-03 -6.40151413e+00 -1.59994331e+00 -6.49836211e-01 
 2.64813383e-03 -6.41655581e+00 -1.60370550e+00 -6.55024128e-01 
 2.64863383e-03 -6.43153417e+00 -1.60745186e+00 -6.60205581e-01 
 2.64913383e-03 -6.44644905e+00 -1.61118235e+00 -6.65380519e-01 
 2.64963383e-03 -6.46130030e+00 -1.61489695e+00 -6.70548891e-01 
 2.65013383e-03 -6.47608779e+00 -1.61859560e+00 -6.75710646e-01 
 2.65063383e-03 -6.49081136e+00 -1.62227828e+00 -6.80865732e-01 
 2.65113383e-03 -6.50547087e+00 -1.62594495e+00 -6.86014100e-01 
 2.65163383e-03 -6.52006617e+00 -1.62959558e+00 -6.91155698e-01 
 2.65213383e-03 -6.53459712e+00 -1.63323012e+00 -6.96290476e-01 
 2.65263383e-03 -6.54906357e+00 -1.63684854e+00 -7.01418382e-01 
 2.65313383e-03 -6.56346540e+00 -1.64045080e+00 -7.06539367e-01 
 2.65363383e-03 -6.57780244e+00 -1.64403688e+00 -7.11653379e-01 
 2.65413383e-03 -6.59207456e+00 -1.64760673e+00 -7.16760368e-01 
 2.65463383e-03 -6.60628162e+00 -1.65116032e+00 -7.21860284e-01 
 2.65513383e-03 -6.62042348e+00 -1.65469761e+00 -7.26953077e-01 
 2.65563383e-03 -6.63449999e+00 -1.65821858e+00 -7.32038696e-01 
 2.65613383e-03 -6.64851103e+00 -1.66172318e+00 -7.37117091e-01 
 2.65663383e-03 -6.66245645e+00 -1.66521137e+00 -7.42188212e-01 
 2.65713383e-03 -6.67633612e+00 -1.66868314e+00 -7.47252008e-01 
 2.65763383e-03 -6.69014989e+00 -1.67213843e+00 -7.52308431e-01 
 2.65813383e-03 -6.70389763e+00 -1.67557722e+00 -7.57357429e-01 
 2.65863383e-03 -6.71757921e+00 -1.67899948e+00 -7.62398954e-01 
 2.65913383e-03 -6.73119449e+00 -1.68240516e+00 -7.67432955e-01 
 2.65963383e-03 -6.74474333e+00 -1.68579424e+00 -7.72459383e-01 
 2.66013383e-03 -6.75822561e+00 -1.68916668e+00 -7.77478188e-01 
 2.66063383e-03 -6.77164118e+00 -1.69252245e+00 -7.82489320e-01 
 2.66113383e-03 -6.78498992e+00 -1.69586152e+00 -7.87492731e-01 
 2.66163383e-03 -6.79827170e+00 -1.69918385e+00 -7.92488370e-01 
 2.66213383e-03 -6.81148638e+00 -1.70248941e+00 -7.97476188e-01 
 2.66263383e-03 -6.82463383e+00 -1.70577817e+00 -8.02456137e-01 
 2.66313383e-03 -6.83771393e+00 -1.70905009e+00 -8.07428167e-01 
 2.66363383e-03 -6.85072654e+00 -1.71230515e+00 -8.12392229e-01 
 2.66413383e-03 -6.86367154e+00 -1.71554331e+00 -8.17348274e-01 
 2.66463383e-03 -6.87654879e+00 -1.71876453e+00 -8.22296253e-01 
 2.66513383e-03 -6.88935818e+00 -1.72196880e+00 -8.27236117e-01 
 2.66563383e-03 -6.90209957e+00 -1.72515606e+00 -8.32167817e-01 
 2.66613383e-03 -6.91477285e+00 -1.72832631e+00 -8.37091306e-01 
 2.66663383e-03 -6.92737787e+00 -1.73147949e+00 -8.42006534e-01 
 2.66713383e-03 -6.93991453e+00 -1.73461559e+00 -8.46913452e-01 
 2.66763383e-03 -6.95238269e+00 -1.73773456e+00 -8.51812013e-01 
 2.66813383e-03 -6.96478223e+00 -1.74083639e+00 -8.56702167e-01 
 2.66863383e-03 -6.97711303e+00 -1.74392104e+00 -8.61583868e-01 
 2.66913383e-03 -6.98937498e+00 -1.74698847e+00 -8.66457066e-01 
 2.66963383e-03 -7.00156794e+00 -1.75003867e+00 -8.71321713e-01 
 2.67013383e-03 -7.01369179e+00 -1.75307159e+00 -8.76177761e-01 
 2.67063383e-03 -7.02574643e+00 -1.75608721e+00 -8.81025164e-01 
 2.67113383e-03 -7.03773172e+00 -1.75908550e+00 -8.85863871e-01 
 2.67163383e-03 -7.04964756e+00 -1.76206642e+00 -8.90693837e-01 
 2.67213383e-03 -7.06149381e+00 -1.76502996e+00 -8.95515013e-01 
 2.67263383e-03 -7.07327038e+00 -1.76797608e+00 -9.00327351e-01 
 2.67313383e-03 -7.08497713e+00 -1.77090475e+00 -9.05130805e-01 
 2.67363383e-03 -7.09661396e+00 -1.77381594e+00 -9.09925326e-01 
 2.67413383e-03 -7.10818074e+00 -1.77670963e+00 -9.14710868e-01 
 2.67463383e-03 -7.11967737e+00 -1.77958578e+00 -9.19487383e-01 
 2.67513383e-03 -7.13110374e+00 -1.78244437e+00 -9.24254824e-01 
 2.67563383e-03 -7.14245972e+00 -1.78528536e+00 -9.29013144e-01 
 2.67613383e-03 -7.15374521e+00 -1.78810874e+00 -9.33762296e-01 
 2.67663383e-03 -7.16496009e+00 -1.79091447e+00 -9.38502233e-01 
 2.67713383e-03 -7.17610426e+00 -1.79370253e+00 -9.43232909e-01 
 2.67763383e-03 -7.18717761e+00 -1.79647288e+00 -9.47954276e-01 
 2.67813383e-03 -7.19818001e+00 -1.79922550e+00 -9.52666289e-01 
 2.67863383e-03 -7.20911138e+00 -1.80196037e+00 -9.57368900e-01 
 2.67913383e-03 -7.21997160e+00 -1.80467745e+00 -9.62062063e-01 
 2.67963383e-03 -7.23076055e+00 -1.80737672e+00 -9.66745732e-01 
 2.68013383e-03 -7.24147814e+00 -1.81005815e+00 -9.71419861e-01 
 2.68063383e-03 -7.25212427e+00 -1.81272172e+00 -9.76084403e-01 
 2.68113383e-03 -7.26269881e+00 -1.81536740e+00 -9.80739313e-01 
 2.68163383e-03 -7.27320168e+00 -1.81799517e+00 -9.85384544e-01 
 2.68213383e-03 -7.28363276e+00 -1.82060499e+00 -9.90020051e-01 
 2.68263383e-03 -7.29399196e+00 -1.82319684e+00 -9.94645788e-01 
 2.68313383e-03 -7.30427916e+00 -1.82577070e+00 -9.99261709e-01 
 2.68363383e-03 -7.31449428e+00 -1.82832654e+00 -1.00386777e+00 
 2.68413383e-03 -7.32463721e+00 -1.83086434e+00 -1.00846392e+00 
 2.68463383e-03 -7.33470784e+00 -1.83338407e+00 -1.01305012e+00 
 2.68513383e-03 -7.34470609e+00 -1.83588570e+00 -1.01762633e+00 
 2.68563383e-03 -7.35463184e+00 -1.83836922e+00 -1.02219249e+00 
 2.68613383e-03 -7.36448501e+00 -1.84083459e+00 -1.02674856e+00 
 2.68663383e-03 -7.37426549e+00 -1.84328179e+00 -1.03129450e+00 
 2.68713383e-03 -7.38397319e+00 -1.84571080e+00 -1.03583027e+00 
 2.68763383e-03 -7.39360802e+00 -1.84812160e+00 -1.04035581e+00 
 2.68813383e-03 -7.40316987e+00 -1.85051416e+00 -1.04487108e+00 
 2.68863383e-03 -7.41265866e+00 -1.85288845e+00 -1.04937605e+00 
 2.68913383e-03 -7.42207429e+00 -1.85524446e+00 -1.05387066e+00 
 2.68963383e-03 -7.43141666e+00 -1.85758216e+00 -1.05835486e+00 
 2.69013383e-03 -7.44068569e+00 -1.85990152e+00 -1.06282863e+00 
 2.69063383e-03 -7.44988128e+00 -1.86220253e+00 -1.06729190e+00 
 2.69113383e-03 -7.45900335e+00 -1.86448516e+00 -1.07174464e+00 
 2.69163383e-03 -7.46805179e+00 -1.86674939e+00 -1.07618681e+00 
 2.69213383e-03 -7.47702654e+00 -1.86899520e+00 -1.08061835e+00 
 2.69263383e-03 -7.48592748e+00 -1.87122256e+00 -1.08503923e+00 
 2.69313383e-03 -7.49475454e+00 -1.87343146e+00 -1.08944941e+00 
 2.69363383e-03 -7.50350764e+00 -1.87562186e+00 -1.09384883e+00 
 2.69413383e-03 -7.51218667e+00 -1.87779375e+00 -1.09823746e+00 
 2.69463383e-03 -7.52079157e+00 -1.87994712e+00 -1.10261524e+00 
 2.69513383e-03 -7.52932223e+00 -1.88208192e+00 -1.10698215e+00 
 2.69563383e-03 -7.53777859e+00 -1.88419816e+00 -1.11133814e+00 
 2.69613383e-03 -7.54616055e+00 -1.88629580e+00 -1.11568315e+00 
 2.69663383e-03 -7.55446803e+00 -1.88837482e+00 -1.12001716e+00 
 2.69713383e-03 -7.56270095e+00 -1.89043520e+00 -1.12434011e+00 
 2.69763383e-03 -7.57085924e+00 -1.89247693e+00 -1.12865197e+00 
 2.69813383e-03 -7.57894280e+00 -1.89449998e+00 -1.13295269e+00 
 2.69863383e-03 -7.58695156e+00 -1.89650434e+00 -1.13724222e+00 
 2.69913383e-03 -7.59488544e+00 -1.89848997e+00 -1.14152054e+00 
 2.69963383e-03 -7.60274436e+00 -1.90045687e+00 -1.14578759e+00 
 2.70013383e-03 -7.61052825e+00 -1.90240502e+00 -1.15004333e+00 
 2.70063383e-03 -7.61823702e+00 -1.90433439e+00 -1.15428773e+00 
 2.70113383e-03 -7.62587060e+00 -1.90624496e+00 -1.15852073e+00 
 2.70163383e-03 -7.63342892e+00 -1.90813672e+00 -1.16274230e+00 
 2.70213383e-03 -7.64091190e+00 -1.91000966e+00 -1.16695239e+00 
 2.70263383e-03 -7.64831947e+00 -1.91186374e+00 -1.17115097e+00 
 2.70313383e-03 -7.65565155e+00 -1.91369895e+00 -1.17533799e+00 
 2.70363383e-03 -7.66290808e+00 -1.91551527e+00 -1.17951341e+00 
 2.70413383e-03 -7.67008897e+00 -1.91731269e+00 -1.18367720e+00 
 2.70463383e-03 -7.67719416e+00 -1.91909119e+00 -1.18782930e+00 
 2.70513383e-03 -7.68422359e+00 -1.92085075e+00 -1.19196967e+00 
 2.70563383e-03 -7.69117717e+00 -1.92259135e+00 -1.19609829e+00 
 2.70613383e-03 -7.69805484e+00 -1.92431298e+00 -1.20021510e+00 
 2.70663383e-03 -7.70485654e+00 -1.92601561e+00 -1.20432007e+00 
 2.70713383e-03 -7.71158219e+00 -1.92769924e+00 -1.20841315e+00 
 2.70763383e-03 -7.71823173e+00 -1.92936384e+00 -1.21249431e+00 
 2.70813383e-03 -7.72480510e+00 -1.93100941e+00 -1.21656350e+00 
 2.70863383e-03 -7.73130223e+00 -1.93263591e+00 -1.22062068e+00 
 2.70913383e-03 -7.73772305e+00 -1.93424334e+00 -1.22466582e+00 
 2.70963383e-03 -7.74406750e+00 -1.93583168e+00 -1.22869888e+00 
 2.71013383e-03 -7.75033552e+00 -1.93740092e+00 -1.23271980e+00 
 2.71063383e-03 -7.75652705e+00 -1.93895103e+00 -1.23672857e+00 
 2.71113383e-03 -7.76264203e+00 -1.94048201e+00 -1.24072513e+00 
 2.71163383e-03 -7.76868039e+00 -1.94199384e+00 -1.24470944e+00 
 2.71213383e-03 -7.77464208e+00 -1.94348650e+00 -1.24868147e+00 
 2.71263383e-03 -7.78052704e+00 -1.94495999e+00 -1.25264118e+00 
 2.71313383e-03 -7.78633520e+00 -1.94641427e+00 -1.25658852e+00 
 2.71363383e-03 -7.79206652e+00 -1.94784935e+00 -1.26052347e+00 
 2.71413383e-03 -7.79772093e+00 -1.94926520e+00 -1.26444597e+00 
 2.71463383e-03 -7.80329838e+00 -1.95066182e+00 -1.26835600e+00 
 2.71513383e-03 -7.80879882e+00 -1.95203919e+00 -1.27225351e+00 
 2.71563383e-03 -7.81422219e+00 -1.95339729e+00 -1.27613846e+00 
 2.71613383e-03 -7.81956843e+00 -1.95473611e+00 -1.28001082e+00 
 2.71663383e-03 -7.82483750e+00 -1.95605564e+00 -1.28387055e+00 
 2.71713383e-03 -7.83002934e+00 -1.95735586e+00 -1.28771761e+00 
 2.71763383e-03 -7.83514390e+00 -1.95863677e+00 -1.29155196e+00 
 2.71813383e-03 -7.84018113e+00 -1.95989835e+00 -1.29537357e+00 
 2.71863383e-03 -7.84514098e+00 -1.96114058e+00 -1.29918239e+00 
 2.71913383e-03 -7.85002340e+00 -1.96236346e+00 -1.30297839e+00 
 2.71963383e-03 -7.85482835e+00 -1.96356697e+00 -1.30676153e+00 
 2.72013383e-03 -7.85955577e+00 -1.96475111e+00 -1.31053178e+00 
 2.72063383e-03 -7.86420562e+00 -1.96591585e+00 -1.31428909e+00 
 2.72113383e-03 -7.86877786e+00 -1.96706119e+00 -1.31803343e+00 
 2.72163383e-03 -7.87327243e+00 -1.96818712e+00 -1.32176477e+00 
 2.72213383e-03 -7.87768930e+00 -1.96929362e+00 -1.32548306e+00 
 2.72263383e-03 -7.88202842e+00 -1.97038069e+00 -1.32918827e+00 
 2.72313383e-03 -7.88628974e+00 -1.97144831e+00 -1.33288036e+00 
 2.72363383e-03 -7.89047323e+00 -1.97249648e+00 -1.33655930e+00 
 2.72413383e-03 -7.89457885e+00 -1.97352518e+00 -1.34022505e+00 
 2.72463383e-03 -7.89860655e+00 -1.97453440e+00 -1.34387758e+00 
 2.72513383e-03 -7.90255629e+00 -1.97552413e+00 -1.34751684e+00 
 2.72563383e-03 -7.90642804e+00 -1.97649437e+00 -1.35114280e+00 
 2.72613383e-03 -7.91022175e+00 -1.97744510e+00 -1.35475543e+00 
 2.72663383e-03 -7.91393740e+00 -1.97837631e+00 -1.35835469e+00 
 2.72713383e-03 -7.91757493e+00 -1.97928800e+00 -1.36194054e+00 
 2.72763383e-03 -7.92113433e+00 -1.98018016e+00 -1.36551296e+00 
 2.72813383e-03 -7.92461554e+00 -1.98105277e+00 -1.36907189e+00 
 2.72863383e-03 -7.92801854e+00 -1.98190583e+00 -1.37261732e+00 
 2.72913383e-03 -7.93134330e+00 -1.98273933e+00 -1.37614920e+00 
 2.72963383e-03 -7.93458978e+00 -1.98355326e+00 -1.37966750e+00 
 2.73013383e-03 -7.93775794e+00 -1.98434762e+00 -1.38317219e+00 
 2.73063383e-03 -7.94084776e+00 -1.98512239e+00 -1.38666322e+00 
 2.73113383e-03 -7.94385921e+00 -1.98587757e+00 -1.39014057e+00 
 2.73163383e-03 -7.94679226e+00 -1.98661315e+00 -1.39360420e+00 
 2.73213383e-03 -7.94964688e+00 -1.98732913e+00 -1.39705408e+00 
 2.73263383e-03 -7.95242303e+00 -1.98802549e+00 -1.40049017e+00 
 2.73313383e-03 -7.95512070e+00 -1.98870223e+00 -1.40391245e+00 
 2.73363383e-03 -7.95773986e+00 -1.98935934e+00 -1.40732086e+00 
 2.73413383e-03 -7.96028047e+00 -1.98999682e+00 -1.41071539e+00 
 2.73463383e-03 -7.96274252e+00 -1.99061466e+00 -1.41409599e+00 
 2.73513383e-03 -7.96512598e+00 -1.99121286e+00 -1.41746265e+00 
 2.73563383e-03 -7.96743083e+00 -1.99179140e+00 -1.42081531e+00 
 2.73613383e-03 -7.96965704e+00 -1.99235028e+00 -1.42415395e+00 
 2.73663383e-03 -7.97180460e+00 -1.99288950e+00 -1.42747853e+00 
 2.73713383e-03 -7.97387348e+00 -1.99340906e+00 -1.43078903e+00 
 2.73763383e-03 -7.97586366e+00 -1.99390894e+00 -1.43408541e+00 
 2.73813383e-03 -7.97777512e+00 -1.99438914e+00 -1.43736764e+00 
 2.73863383e-03 -7.97960784e+00 -1.99484965e+00 -1.44063568e+00 
 2.73913383e-03 -7.98136181e+00 -1.99529048e+00 -1.44388950e+00 
 2.73963383e-03 -7.98303700e+00 -1.99571162e+00 -1.44712908e+00 
 2.74013383e-03 -7.98463341e+00 -1.99611306e+00 -1.45035437e+00 
 2.74063383e-03 -7.98615101e+00 -1.99649480e+00 -1.45356535e+00 
 2.74113383e-03 -7.98758979e+00 -1.99685683e+00 -1.45676199e+00 
 2.74163383e-03 -7.98894973e+00 -1.99719916e+00 -1.45994425e+00 
 2.74213383e-03 -7.99023083e+00 -1.99752178e+00 -1.46311210e+00 
 2.74263383e-03 -7.99143307e+00 -1.99782468e+00 -1.46626551e+00 
 2.74313383e-03 -7.99255643e+00 -1.99810786e+00 -1.46940445e+00 
 2.74363383e-03 -7.99360091e+00 -1.99837133e+00 -1.47252890e+00 
 2.74413383e-03 -7.99456650e+00 -1.99861507e+00 -1.47563881e+00 
 2.74463383e-03 -7.99545319e+00 -1.99883908e+00 -1.47873415e+00 
 2.74513383e-03 -7.99626096e+00 -1.99904337e+00 -1.48181491e+00 
 2.74563383e-03 -7.99698981e+00 -1.99922793e+00 -1.48488104e+00 
 2.74613383e-03 -7.99763974e+00 -1.99939276e+00 -1.48793251e+00 
 2.74663383e-03 -7.99821073e+00 -1.99953785e+00 -1.49096931e+00 
 2.74713383e-03 -7.99870279e+00 -1.99966321e+00 -1.49399138e+00 
 2.74763383e-03 -7.99911590e+00 -1.99976884e+00 -1.49699872e+00 
 2.74813383e-03 -7.99945006e+00 -1.99985473e+00 -1.49999128e+00 
 2.74863383e-03 -7.99970527e+00 -1.99992088e+00 -1.50296904e+00 
 2.74913383e-03 -7.99988153e+00 -1.99996729e+00 -1.50593197e+00 
 2.74963383e-03 -7.99997883e+00 -1.99999396e+00 -1.50888003e+00 
 2.75013383e-03 -7.99999717e+00 -2.00000090e+00 -1.51181320e+00 
 2.75063383e-03 -7.99993656e+00 -1.99998809e+00 -1.51473146e+00 
 2.75113383e-03 -7.99979699e+00 -1.99995555e+00 -1.51763476e+00 
 2.75163383e-03 -7.99957847e+00 -1.99990327e+00 -1.52052309e+00 
 2.75213383e-03 -7.99928099e+00 -1.99983124e+00 -1.52339642e+00 
 2.75263383e-03 -7.99890457e+00 -1.99973949e+00 -1.52625470e+00 
 2.75313383e-03 -7.99844919e+00 -1.99962799e+00 -1.52909793e+00 
 2.75363383e-03 -7.99791488e+00 -1.99949676e+00 -1.53192607e+00 
 2.75413383e-03 -7.99730163e+00 -1.99934580e+00 -1.53473909e+00 
 2.75463383e-03 -7.99660945e+00 -1.99917510e+00 -1.53753696e+00 
 2.75513383e-03 -7.99583835e+00 -1.99898467e+00 -1.54031966e+00 
 2.75563383e-03 -7.99498833e+00 -1.99877451e+00 -1.54308716e+00 
 2.75613383e-03 -7.99405941e+00 -1.99854463e+00 -1.54583943e+00 
 2.75663383e-03 -7.99305158e+00 -1.99829502e+00 -1.54857644e+00 
 2.75713383e-03 -7.99196487e+00 -1.99802569e+00 -1.55129817e+00 
 2.75763383e-03 -7.99079928e+00 -1.99773664e+00 -1.55400459e+00 
 2.75813383e-03 -7.98955483e+00 -1.99742787e+00 -1.55669568e+00 
 2.75863383e-03 -7.98823152e+00 -1.99709939e+00 -1.55937140e+00 
 2.75913383e-03 -7.98682937e+00 -1.99675119e+00 -1.56203174e+00 
 2.75963383e-03 -7.98534839e+00 -1.99638329e+00 -1.56467666e+00 
 2.76013383e-03 -7.98378860e+00 -1.99599569e+00 -1.56730614e+00 
 2.76063383e-03 -7.98215002e+00 -1.99558839e+00 -1.56992015e+00 
 2.76113383e-03 -7.98043265e+00 -1.99516139e+00 -1.57251866e+00 
 2.76163383e-03 -7.97863652e+00 -1.99471469e+00 -1.57510166e+00 
 2.76213383e-03 -7.97676165e+00 -1.99424832e+00 -1.57766912e+00 
 2.76263383e-03 -7.97480804e+00 -1.99376225e+00 -1.58022100e+00 
 2.76313383e-03 -7.97277573e+00 -1.99325652e+00 -1.58275729e+00 
 2.76363383e-03 -7.97066473e+00 -1.99273110e+00 -1.58527796e+00 
 2.76413383e-03 -7.96847507e+00 -1.99218602e+00 -1.58778299e+00 
 2.76463383e-03 -7.96620675e+00 -1.99162128e+00 -1.59027234e+00 
 2.76513383e-03 -7.96385982e+00 -1.99103688e+00 -1.59274601e+00 
 2.76563383e-03 -7.96143428e+00 -1.99043283e+00 -1.59520395e+00 
 2.76613383e-03 -7.95893017e+00 -1.98980914e+00 -1.59764615e+00 
 2.76663383e-03 -7.95634751e+00 -1.98916581e+00 -1.60007258e+00 
 2.76713383e-03 -7.95368632e+00 -1.98850284e+00 -1.60248323e+00 
 2.76763383e-03 -7.95094663e+00 -1.98782025e+00 -1.60487805e+00 
 2.76813383e-03 -7.94812847e+00 -1.98711804e+00 -1.60725704e+00 
 2.76863383e-03 -7.94523187e+00 -1.98639621e+00 -1.60962017e+00 
 2.76913383e-03 -7.94225684e+00 -1.98565478e+00 -1.61196742e+00 
 2.76963383e-03 -7.93920343e+00 -1.98489376e+00 -1.61429875e+00 
 2.77013383e-03 -7.93607167e+00 -1.98411314e+00 -1.61661416e+00 
 2.77063383e-03 -7.93286158e+00 -1.98331294e+00 -1.61891361e+00 
 2.77113383e-03 -7.92957319e+00 -1.98249316e+00 -1.62119708e+00 
 2.77163383e-03 -7.92620654e+00 -1.98165382e+00 -1.62346455e+00 
 2.77213383e-03 -7.92276167e+00 -1.98079492e+00 -1.62571601e+00 
 2.77263383e-03 -7.91923860e+00 -1.97991647e+00 -1.62795141e+00 
 2.77313383e-03 -7.91563737e+00 -1.97901848e+00 -1.63017076e+00 
 2.77363383e-03 -7.91195801e+00 -1.97810095e+00 -1.63237401e+00 
 2.77413383e-03 -7.90820057e+00 -1.97716390e+00 -1.63456116e+00 
 2.77463383e-03 -7.90436508e+00 -1.97620734e+00 -1.63673217e+00 
 2.77513383e-03 -7.90045157e+00 -1.97523127e+00 -1.63888703e+00 
 2.77563383e-03 -7.89646009e+00 -1.97423571e+00 -1.64102572e+00 
 2.77613383e-03 -7.89239068e+00 -1.97322066e+00 -1.64314821e+00 
 2.77663383e-03 -7.88824337e+00 -1.97218614e+00 -1.64525449e+00 
 2.77713383e-03 -7.88401820e+00 -1.97113215e+00 -1.64734453e+00 
 2.77763383e-03 -7.87971523e+00 -1.97005871e+00 -1.64941831e+00 
 2.77813383e-03 -7.87533448e+00 -1.96896582e+00 -1.65147581e+00 
 2.77863383e-03 -7.87087601e+00 -1.96785350e+00 -1.65351702e+00 
 2.77913383e-03 -7.86633986e+00 -1.96672176e+00 -1.65554191e+00 
 2.77963383e-03 -7.86172607e+00 -1.96557060e+00 -1.65755046e+00 
 2.78013383e-03 -7.85703468e+00 -1.96440005e+00 -1.65954265e+00 
 2.78063383e-03 -7.85226576e+00 -1.96321011e+00 -1.66151846e+00 
 2.78113383e-03 -7.84741933e+00 -1.96200079e+00 -1.66347788e+00 
 2.78163383e-03 -7.84249545e+00 -1.96077210e+00 -1.66542088e+00 
 2.78213383e-03 -7.83749417e+00 -1.95952407e+00 -1.66734744e+00 
 2.78263383e-03 -7.83241553e+00 -1.95825669e+00 -1.66925755e+00 
 2.78313383e-03 -7.82725960e+00 -1.95696998e+00 -1.67115119e+00 
 2.78363383e-03 -7.82202641e+00 -1.95566396e+00 -1.67302833e+00 
 2.78413383e-03 -7.81671602e+00 -1.95433864e+00 -1.67488896e+00 
 2.78463383e-03 -7.81132848e+00 -1.95299403e+00 -1.67673306e+00 
 2.78513383e-03 -7.80586385e+00 -1.95163015e+00 -1.67856062e+00 
 2.78563383e-03 -7.80032218e+00 -1.95024700e+00 -1.68037161e+00 
 2.78613383e-03 -7.79470352e+00 -1.94884460e+00 -1.68216601e+00 
 2.78663383e-03 -7.78900793e+00 -1.94742297e+00 -1.68394382e+00 
 2.78713383e-03 -7.78323547e+00 -1.94598211e+00 -1.68570500e+00 
 2.78763383e-03 -7.77738619e+00 -1.94452205e+00 -1.68744955e+00 
 2.78813383e-03 -7.77146015e+00 -1.94304280e+00 -1.68917745e+00 
 2.78863383e-03 -7.76545741e+00 -1.94154437e+00 -1.69088868e+00 
 2.78913383e-03 -7.75937803e+00 -1.94002678e+00 -1.69258322e+00 
 2.78963383e-03 -7.75322206e+00 -1.93849003e+00 -1.69426105e+00 
 2.79013383e-03 -7.74698957e+00 -1.93693416e+00 -1.69592217e+00 
 2.79063383e-03 -7.74068063e+00 -1.93535917e+00 -1.69756654e+00 
 2.79113383e-03 -7.73429528e+00 -1.93376508e+00 -1.69919417e+00 
 2.79163383e-03 -7.72783361e+00 -1.93215190e+00 -1.70080502e+00 
 2.79213383e-03 -7.72129566e+00 -1.93051965e+00 -1.70239909e+00 
 2.79263383e-03 -7.71468150e+00 -1.92886835e+00 -1.70397636e+00 
 2.79313383e-03 -7.70799121e+00 -1.92719800e+00 -1.70553682e+00 
 2.79363383e-03 -7.70122484e+00 -1.92550864e+00 -1.70708044e+00 
 2.79413383e-03 -7.69438246e+00 -1.92380028e+00 -1.70860721e+00 
 2.79463383e-03 -7.68746414e+00 -1.92207292e+00 -1.71011712e+00 
 2.79513383e-03 -7.68046995e+00 -1.92032660e+00 -1.71161016e+00 
 2.79563383e-03 -7.67339996e+00 -1.91856132e+00 -1.71308630e+00 
 2.79613383e-03 -7.66625423e+00 -1.91677710e+00 -1.71454554e+00 
 2.79663383e-03 -7.65903284e+00 -1.91497397e+00 -1.71598785e+00 
 2.79713383e-03 -7.65173586e+00 -1.91315194e+00 -1.71741323e+00 
 2.79763383e-03 -7.64436336e+00 -1.91131102e+00 -1.71882167e+00 
 2.79813383e-03 -7.63691541e+00 -1.90945124e+00 -1.72021313e+00 
 2.79863383e-03 -7.62939209e+00 -1.90757261e+00 -1.72158763e+00 
 2.79913383e-03 -7.62179347e+00 -1.90567516e+00 -1.72294513e+00 
 2.79963383e-03 -7.61411963e+00 -1.90375889e+00 -1.72428562e+00 
 2.80013383e-03 -7.60637064e+00 -1.90182384e+00 -1.72560911e+00 
 2.80063383e-03 -7.59854657e+00 -1.89987002e+00 -1.72691556e+00 
 2.80113383e-03 -7.59064751e+00 -1.89789744e+00 -1.72820496e+00 
 2.80163383e-03 -7.58267354e+00 -1.89590613e+00 -1.72947732e+00 
 2.80213383e-03 -7.57462472e+00 -1.89389611e+00 -1.73073260e+00 
