 time            v(NIN)          v(NSKOUT)      
 2.30316341e-04 -6.68561083e+00 -6.44481309e-02 
 2.30816341e-04 -6.57309104e+00 -7.43826338e-02 
 2.31316341e-04 -6.45641954e+00 -8.42487629e-02 
 2.31816341e-04 -6.33567003e+00 -9.40404177e-02 
 2.32316341e-04 -6.21091878e+00 -1.03751544e-01 
 2.32816341e-04 -6.08224457e+00 -1.13376136e-01 
 2.33316341e-04 -5.94972869e+00 -1.22908245e-01 
 2.33816341e-04 -5.81345484e+00 -1.32341977e-01 
 2.34316341e-04 -5.67350908e+00 -1.41671501e-01 
 2.34816341e-04 -5.52997981e+00 -1.50891050e-01 
 2.35316341e-04 -5.38295769e+00 -1.59994926e-01 
 2.35816341e-04 -5.23253557e+00 -1.68977504e-01 
 2.36316341e-04 -5.07880848e+00 -1.77833235e-01 
 2.36816341e-04 -4.92187350e+00 -1.86556647e-01 
 2.37316341e-04 -4.76182975e+00 -1.95142355e-01 
 2.37816341e-04 -4.59877834e+00 -2.03585055e-01 
 2.38316341e-04 -4.43282224e+00 -2.11879538e-01 
 2.38816341e-04 -4.26406627e+00 -2.20020684e-01 
 2.39316341e-04 -4.09261703e+00 -2.28003471e-01 
 2.39816341e-04 -3.91858280e+00 -2.35822976e-01 
 2.40316341e-04 -3.74207351e+00 -2.43474377e-01 
 2.40816341e-04 -3.56320065e+00 -2.50952961e-01 
 2.41316341e-04 -3.38207720e+00 -2.58254119e-01 
 2.41816341e-04 -3.19881755e+00 -2.65373356e-01 
 2.42316341e-04 -3.01353746e+00 -2.72306292e-01 
 2.42816341e-04 -2.82635395e+00 -2.79048662e-01 
 2.43316341e-04 -2.63738526e+00 -2.85596321e-01 
 2.43816341e-04 -2.44675074e+00 -2.91945248e-01 
 2.44316341e-04 -2.25457080e+00 -2.98091544e-01 
 2.44816341e-04 -2.06096683e+00 -3.04031441e-01 
 2.45316341e-04 -1.86606110e+00 -3.09761298e-01 
 2.45816341e-04 -1.66997673e+00 -3.15277606e-01 
 2.46316341e-04 -1.47283757e+00 -3.20576991e-01 
 2.46816341e-04 -1.27476813e+00 -3.25656216e-01 
 2.47316341e-04 -1.07589352e+00 -3.30512182e-01 
 2.47816341e-04 -8.76339350e-01 -3.35141929e-01 
 2.48316341e-04 -6.76231668e-01 -3.39542641e-01 
 2.48816341e-04 -4.75696864e-01 -3.43711645e-01 
 2.49316341e-04 -2.74861599e-01 -3.47646414e-01 
 2.49816341e-04 -7.38527255e-02 -3.51344570e-01 
 2.50316341e-04  1.27202795e-01 -3.54803880e-01 
 2.50816341e-04  3.28177971e-01 -3.58022265e-01 
 2.51316341e-04  5.28945863e-01 -3.60997795e-01 
 2.51816341e-04  7.29379662e-01 -3.63728695e-01 
 2.52316341e-04  9.29352768e-01 -3.66213342e-01 
 2.52816341e-04  1.12873888e+00 -3.68450268e-01 
 2.53316341e-04  1.32741205e+00 -3.70438163e-01 
 2.53816341e-04  1.52524680e+00 -3.72175871e-01 
 2.54316341e-04  1.72211817e+00 -3.73662395e-01 
 2.54816341e-04  1.91790181e+00 -3.74896896e-01 
 2.55316341e-04  2.11247407e+00 -3.75878692e-01 
 2.55816341e-04  2.30571204e+00 -3.76607263e-01 
 2.56316341e-04  2.49749368e+00 -3.77082246e-01 
 2.56816341e-04  2.68769784e+00 -3.77303437e-01 
 2.57316341e-04  2.87620440e+00 -3.77270794e-01 
 2.57816341e-04  3.06289429e+00 -3.76984434e-01 
 2.58316341e-04  3.24764958e+00 -3.76444633e-01 
 2.58816341e-04  3.43035359e+00 -3.75651827e-01 
 2.59316341e-04  3.61089092e+00 -3.74606610e-01 
 2.59816341e-04  3.78914753e+00 -3.73309737e-01 
 2.60316341e-04  3.96501083e+00 -3.71762120e-01 
 2.60816341e-04  4.13836975e+00 -3.69964829e-01 
 2.61316341e-04  4.30911478e+00 -3.67919092e-01 
 2.61816341e-04  4.47713809e+00 -3.65626291e-01 
 2.62316341e-04  4.64233353e+00 -3.63087966e-01 
 2.62816341e-04  4.80459679e+00 -3.60305811e-01 
 2.63316341e-04  4.96382535e+00 -3.57281672e-01 
 2.63816341e-04  5.11991866e+00 -3.54017549e-01 
 2.64316341e-04  5.27277811e+00 -3.50515592e-01 
 2.64816341e-04  5.42230717e+00 -3.46778101e-01 
 2.65316341e-04  5.56841138e+00 -3.42807525e-01 
 2.65816341e-04  5.71099846e+00 -3.38606458e-01 
 2.66316341e-04  5.84997835e+00 -3.34177640e-01 
 2.66816341e-04  5.98526328e+00 -3.29523954e-01 
 2.67316341e-04  6.11676778e+00 -3.24648425e-01 
 2.67816341e-04  6.24440880e+00 -3.19554218e-01 
 2.68316341e-04  6.36810572e+00 -3.14244634e-01 
 2.68816341e-04  6.48778040e+00 -3.08723110e-01 
 2.69316341e-04  6.60335726e+00 -3.02993217e-01 
 2.69816341e-04  6.71476331e+00 -2.97058656e-01 
 2.70316341e-04  6.82192816e+00 -2.90923259e-01 
 2.70816341e-04  6.92478414e+00 -2.84590982e-01 
 2.71316341e-04  7.02326627e+00 -2.78065905e-01 
 2.71816341e-04  7.11731236e+00 -2.71352230e-01 
 2.72316341e-04  7.20686301e+00 -2.64454277e-01 
 2.72816341e-04  7.29186164e+00 -2.57376483e-01 
 2.73316341e-04  7.37225458e+00 -2.50123397e-01 
 2.73816341e-04  7.44799104e+00 -2.42699678e-01 
 2.74316341e-04  7.51902319e+00 -2.35110092e-01 
 2.74816341e-04  7.58530617e+00 -2.27359512e-01 
 2.75316341e-04  7.64679811e+00 -2.19452908e-01 
 2.75816341e-04  7.70346016e+00 -2.11395350e-01 
 2.76316341e-04  7.75525654e+00 -2.03192004e-01 
 2.76816341e-04  7.80215454e+00 -1.94848126e-01 
 2.77316341e-04  7.84412453e+00 -1.86369060e-01 
 2.77816341e-04  7.88114000e+00 -1.77760237e-01 
 2.78316341e-04  7.91317757e+00 -1.69027166e-01 
 2.78816341e-04  7.94021701e+00 -1.60175437e-01 
 2.79316341e-04  7.96224124e+00 -1.51210713e-01 
 2.79816341e-04  7.97923635e+00 -1.42138729e-01 
 2.80316341e-04  7.99119160e+00 -1.32965286e-01 
 2.80816341e-04  7.99809945e+00 -1.23696249e-01 
 2.81316341e-04  7.99995552e+00 -1.14337544e-01 
 2.81816341e-04  7.99675865e+00 -1.04895151e-01 
 2.82316341e-04  7.98851085e+00 -9.53751057e-02 
 2.82816341e-04  7.97521735e+00 -8.57834894e-02 
 2.83316341e-04  7.95688652e+00 -7.61264298e-02 
 2.83816341e-04  7.93352995e+00 -6.64100952e-02 
 2.84316341e-04  7.90516239e+00 -5.66406911e-02 
 2.84816341e-04  7.87180177e+00 -4.68244559e-02 
 2.85316341e-04  7.83346914e+00 -3.69676577e-02 
 2.85816341e-04  7.79018873e+00 -2.70765895e-02 
 2.86316341e-04  7.74198787e+00 -1.71575658e-02 
 2.86816341e-04  7.68889700e+00 -7.21691855e-03 
 2.87316341e-04  7.63094967e+00  2.73900722e-03 
 2.87816341e-04  7.56818246e+00  1.27038570e-02 
 2.88316341e-04  7.50063502e+00  2.26712708e-02 
 2.88816341e-04  7.42835002e+00  3.26348878e-02 
 2.89316341e-04  7.35137312e+00  4.25883493e-02 
 2.89816341e-04  7.26975293e+00  5.25253039e-02 
 2.90316341e-04  7.18354101e+00  6.24394105e-02 
 2.90816341e-04  7.09279181e+00  7.23243431e-02 
 2.91316341e-04  6.99756265e+00  8.21737943e-02 
 2.91816341e-04  6.89791368e+00  9.19814794e-02 
 2.92316341e-04  6.79390784e+00  1.01741141e-01 
 2.92816341e-04  6.68561083e+00  1.11446551e-01 
 2.93316341e-04  6.57309104e+00  1.21091517e-01 
 2.93816341e-04  6.45641954e+00  1.30669886e-01 
 2.94316341e-04  6.33567003e+00  1.40175546e-01 
 2.94816341e-04  6.21091878e+00  1.49602431e-01 
 2.95316341e-04  6.08224457e+00  1.58944526e-01 
 2.95816341e-04  5.94972869e+00  1.68195871e-01 
 2.96316341e-04  5.81345484e+00  1.77350561e-01 
 2.96816341e-04  5.67350908e+00  1.86402754e-01 
 2.97316341e-04  5.52997981e+00  1.95346674e-01 
 2.97816341e-04  5.38295769e+00  2.04176612e-01 
 2.98316341e-04  5.23253557e+00  2.12886932e-01 
 2.98816341e-04  5.07880848e+00  2.21472074e-01 
 2.99316341e-04  4.92187350e+00  2.29926559e-01 
 2.99816341e-04  4.76182975e+00  2.38244987e-01 
 3.00316341e-04  4.59877834e+00  2.46422049e-01 
 3.00816341e-04  4.43282224e+00  2.54452522e-01 
 3.01316341e-04  4.26406627e+00  2.62331278e-01 
 3.01816341e-04  4.09261703e+00  2.70053284e-01 
 3.02316341e-04  3.91858280e+00  2.77613608e-01 
 3.02816341e-04  3.74207351e+00  2.85007418e-01 
 3.03316341e-04  3.56320065e+00  2.92229991e-01 
 3.03816341e-04  3.38207720e+00  2.99276708e-01 
 3.04316341e-04  3.19881755e+00  3.06143066e-01 
 3.04816341e-04  3.01353746e+00  3.12824673e-01 
 3.05316341e-04  2.82635395e+00  3.19317255e-01 
 3.05816341e-04  2.63738526e+00  3.25616660e-01 
 3.06316341e-04  2.44675074e+00  3.31718855e-01 
 3.06816341e-04  2.25457080e+00  3.37619933e-01 
 3.07316341e-04  2.06096683e+00  3.43316116e-01 
 3.07816341e-04  1.86606110e+00  3.48803753e-01 
 3.08316341e-04  1.66997673e+00  3.54079328e-01 
 3.08816341e-04  1.47283757e+00  3.59139456e-01 
 3.09316341e-04  1.27476813e+00  3.63980892e-01 
 3.09816341e-04  1.07589352e+00  3.68600527e-01 
 3.10316341e-04  8.76339350e-01  3.72995393e-01 
 3.10816341e-04  6.76231668e-01  3.77162665e-01 
 3.11316341e-04  4.75696864e-01  3.81099661e-01 
 3.11816341e-04  2.74861599e-01  3.84803846e-01 
 3.12316341e-04  7.38527255e-02  3.88272831e-01 
 3.12816341e-04 -1.27202795e-01  3.91504376e-01 
 3.13316341e-04 -3.28177971e-01  3.94496394e-01 
 3.13816341e-04 -5.28945863e-01  3.97246945e-01 
 3.14316341e-04 -7.29379662e-01  3.99754246e-01 
 3.14816341e-04 -9.29352768e-01  4.02016665e-01 
 3.15316341e-04 -1.12873888e+00  4.04032727e-01 
 3.15816341e-04 -1.32741205e+00  4.05801112e-01 
 3.16316341e-04 -1.52524680e+00  4.07320658e-01 
 3.16816341e-04 -1.72211817e+00  4.08590357e-01 
 3.17316341e-04 -1.91790181e+00  4.09609363e-01 
 3.17816341e-04 -2.11247407e+00  4.10376987e-01 
 3.18316341e-04 -2.30571204e+00  4.10892698e-01 
 3.18816341e-04 -2.49749368e+00  4.11156128e-01 
 3.19316341e-04 -2.68769784e+00  4.11167063e-01 
 3.19816341e-04 -2.87620440e+00  4.10925455e-01 
 3.20316341e-04 -3.06289429e+00  4.10431411e-01 
 3.20816341e-04 -3.24764958e+00  4.09685200e-01 
 3.21316341e-04 -3.43035359e+00  4.08687249e-01 
 3.21816341e-04 -3.61089092e+00  4.07438147e-01 
 3.22316341e-04 -3.78914753e+00  4.05938639e-01 
 3.22816341e-04 -3.96501083e+00  4.04189630e-01 
 3.23316341e-04 -4.13836975e+00  4.02192183e-01 
 3.23816341e-04 -4.30911478e+00  3.99947516e-01 
 3.24316341e-04 -4.47713809e+00  3.97457007e-01 
 3.24816341e-04 -4.64233353e+00  3.94722186e-01 
 3.25316341e-04 -4.80459679e+00  3.91744741e-01 
 3.25816341e-04 -4.96382535e+00  3.88526509e-01 
 3.26316341e-04 -5.11991866e+00  3.85069484e-01 
 3.26816341e-04 -5.27277811e+00  3.81375809e-01 
 3.27316341e-04 -5.42230717e+00  3.77447775e-01 
 3.27816341e-04 -5.56841138e+00  3.73287825e-01 
 3.28316341e-04 -5.71099846e+00  3.68898546e-01 
 3.28816341e-04 -5.84997835e+00  3.64282670e-01 
 3.29316341e-04 -5.98526328e+00  3.59443074e-01 
 3.29816341e-04 -6.11676778e+00  3.54382776e-01 
 3.30316341e-04 -6.24440880e+00  3.49104932e-01 
 3.30816341e-04 -6.36810572e+00  3.43612838e-01 
 3.31316341e-04 -6.48778040e+00  3.37909923e-01 
 3.31816341e-04 -6.60335726e+00  3.31999753e-01 
 3.32316341e-04 -6.71476331e+00  3.25886020e-01 
 3.32816341e-04 -6.82192816e+00  3.19572550e-01 
 3.33316341e-04 -6.92478414e+00  3.13063292e-01 
 3.33816341e-04 -7.02326627e+00  3.06362320e-01 
 3.34316341e-04 -7.11731236e+00  2.99473830e-01 
 3.34816341e-04 -7.20686301e+00  2.92402133e-01 
 3.35316341e-04 -7.29186164e+00  2.85151661e-01 
 3.35816341e-04 -7.37225458e+00  2.77726957e-01 
 3.36316341e-04 -7.44799104e+00  2.70132672e-01 
 3.36816341e-04 -7.51902319e+00  2.62373567e-01 
 3.37316341e-04 -7.58530617e+00  2.54454506e-01 
 3.37816341e-04 -7.64679811e+00  2.46380456e-01 
 3.38316341e-04 -7.70346016e+00  2.38156480e-01 
 3.38816341e-04 -7.75525654e+00  2.29787735e-01 
 3.39316341e-04 -7.80215454e+00  2.21279473e-01 
 3.39816341e-04 -7.84412453e+00  2.12637032e-01 
 3.40316341e-04 -7.88114000e+00  2.03865835e-01 
 3.40816341e-04 -7.91317757e+00  1.94971387e-01 
 3.41316341e-04 -7.94021701e+00  1.85959271e-01 
 3.41816341e-04 -7.96224124e+00  1.76835144e-01 
 3.42316341e-04 -7.97923635e+00  1.67604734e-01 
 3.42816341e-04 -7.99119160e+00  1.58273837e-01 
 3.43316341e-04 -7.99809945e+00  1.48848312e-01 
 3.43816341e-04 -7.99995552e+00  1.39334079e-01 
 3.44316341e-04 -7.99675865e+00  1.29737112e-01 
 3.44816341e-04 -7.98851085e+00  1.20063441e-01 
 3.45316341e-04 -7.97521735e+00  1.10319141e-01 
 3.45816341e-04 -7.95688652e+00  1.00510335e-01 
 3.46316341e-04 -7.93352995e+00  9.06431840e-02 
 3.46816341e-04 -7.90516239e+00  8.07238889e-02 
 3.47316341e-04 -7.87180177e+00  7.07586822e-02 
 3.47816341e-04 -7.83346914e+00  6.07538263e-02 
 3.48316341e-04 -7.79018873e+00  5.07156086e-02 
 3.48816341e-04 -7.74198787e+00  4.06503380e-02 
 3.49316341e-04 -7.68889700e+00  3.05643410e-02 
 3.49816341e-04 -7.63094967e+00  2.04639570e-02 
 3.50316341e-04 -7.56818246e+00  1.03555352e-02 
 3.50816341e-04 -7.50063502e+00  2.45429945e-04 
 3.51316341e-04 -7.42835002e+00 -9.86000307e-03 
 3.51816341e-04 -7.35137312e+00 -1.99544108e-02 
 3.52316341e-04 -7.26975293e+00 -3.00314469e-02 
 3.52816341e-04 -7.18354101e+00 -4.00847759e-02 
 3.53316341e-04 -7.09279181e+00 -5.01080767e-02 
 3.53816341e-04 -6.99756265e+00 -6.00950474e-02 
 3.54316341e-04 -6.89791368e+00 -7.00394086e-02 
 3.54816341e-04 -6.79390784e+00 -7.99349074e-02 
 3.55316341e-04 -6.68561083e+00 -8.97753219e-02 
 3.55816341e-04 -6.57309104e+00 -9.95544647e-02 
 3.56316341e-04 -6.45641954e+00 -1.09266187e-01 
 3.56816341e-04 -6.33567003e+00 -1.18904382e-01 
 3.57316341e-04 -6.21091878e+00 -1.28462989e-01 
 3.57816341e-04 -6.08224457e+00 -1.37935998e-01 
 3.58316341e-04 -5.94972869e+00 -1.47317454e-01 
 3.58816341e-04 -5.81345484e+00 -1.56601457e-01 
 3.59316341e-04 -5.67350908e+00 -1.65782170e-01 
 3.59816341e-04 -5.52997981e+00 -1.74853821e-01 
 3.60316341e-04 -5.38295769e+00 -1.83810707e-01 
 3.60816341e-04 -5.23253557e+00 -1.92647196e-01 
 3.61316341e-04 -5.07880848e+00 -2.01357734e-01 
 3.61816341e-04 -4.92187350e+00 -2.09936844e-01 
 3.62316341e-04 -4.76182975e+00 -2.18379134e-01 
 3.62816341e-04 -4.59877834e+00 -2.26679298e-01 
 3.63316341e-04 -4.43282224e+00 -2.34832118e-01 
 3.63816341e-04 -4.26406627e+00 -2.42832470e-01 
 3.64316341e-04 -4.09261703e+00 -2.50675326e-01 
 3.64816341e-04 -3.91858280e+00 -2.58355759e-01 
 3.65316341e-04 -3.74207351e+00 -2.65868942e-01 
 3.65816341e-04 -3.56320065e+00 -2.73210154e-01 
 3.66316341e-04 -3.38207720e+00 -2.80374783e-01 
 3.66816341e-04 -3.19881755e+00 -2.87358330e-01 
 3.67316341e-04 -3.01353746e+00 -2.94156407e-01 
 3.67816341e-04 -2.82635395e+00 -3.00764746e-01 
 3.68316341e-04 -2.63738526e+00 -3.07179196e-01 
 3.68816341e-04 -2.44675074e+00 -3.13395730e-01 
 3.69316341e-04 -2.25457080e+00 -3.19410447e-01 
 3.69816341e-04 -2.06096683e+00 -3.25219571e-01 
 3.70316341e-04 -1.86606110e+00 -3.30819457e-01 
 3.70816341e-04 -1.66997673e+00 -3.36206592e-01 
 3.71316341e-04 -1.47283757e+00 -3.41377596e-01 
 3.71816341e-04 -1.27476813e+00 -3.46329228e-01 
 3.72316341e-04 -1.07589352e+00 -3.51058382e-01 
 3.72816341e-04 -8.76339350e-01 -3.55562097e-01 
 3.73316341e-04 -6.76231668e-01 -3.59837549e-01 
 3.73816341e-04 -4.75696864e-01 -3.63882061e-01 
 3.74316341e-04 -2.74861599e-01 -3.67693103e-01 
 3.74816341e-04 -7.38527255e-02 -3.71268289e-01 
 3.75316341e-04  1.27202795e-01 -3.74605385e-01 
 3.75816341e-04  3.28177971e-01 -3.77702305e-01 
 3.76316341e-04  5.28945863e-01 -3.80557116e-01 
 3.76816341e-04  7.29379662e-01 -3.83168036e-01 
 3.77316341e-04  9.29352768e-01 -3.85533439e-01 
 3.77816341e-04  1.12873888e+00 -3.87651854e-01 
 3.78316341e-04  1.32741205e+00 -3.89521964e-01 
 3.78816341e-04  1.52524680e+00 -3.91142609e-01 
 3.79316341e-04  1.72211817e+00 -3.92512789e-01 
 3.79816341e-04  1.91790181e+00 -3.93631659e-01 
 3.80316341e-04  2.11247407e+00 -3.94498534e-01 
 3.80816341e-04  2.30571204e+00 -3.95112888e-01 
 3.81316341e-04  2.49749368e+00 -3.95474355e-01 
 3.81816341e-04  2.68769784e+00 -3.95582727e-01 
 3.82316341e-04  2.87620440e+00 -3.95437957e-01 
 3.82816341e-04  3.06289429e+00 -3.95040157e-01 
 3.83316341e-04  3.24764958e+00 -3.94389600e-01 
 3.83816341e-04  3.43035359e+00 -3.93486717e-01 
 3.84316341e-04  3.61089092e+00 -3.92332099e-01 
 3.84816341e-04  3.78914753e+00 -3.90926496e-01 
 3.85316341e-04  3.96501083e+00 -3.89270815e-01 
 3.85816341e-04  4.13836975e+00 -3.87366124e-01 
 3.86316341e-04  4.30911478e+00 -3.85213645e-01 
 3.86816341e-04  4.47713809e+00 -3.82814757e-01 
 3.87316341e-04  4.64233353e+00 -3.80170996e-01 
 3.87816341e-04  4.80459679e+00 -3.77284051e-01 
 3.88316341e-04  4.96382535e+00 -3.74155765e-01 
 3.88816341e-04  5.11991866e+00 -3.70788135e-01 
 3.89316341e-04  5.27277811e+00 -3.67183305e-01 
 3.89816341e-04  5.42230717e+00 -3.63343572e-01 
 3.90316341e-04  5.56841138e+00 -3.59271381e-01 
 3.90816341e-04  5.71099846e+00 -3.54969323e-01 
 3.91316341e-04  5.84997835e+00 -3.50440133e-01 
 3.91816341e-04  5.98526328e+00 -3.45686691e-01 
 3.92316341e-04  6.11676778e+00 -3.40712018e-01 
 3.92816341e-04  6.24440880e+00 -3.35519274e-01 
 3.93316341e-04  6.36810572e+00 -3.30111758e-01 
 3.93816341e-04  6.48778040e+00 -3.24492904e-01 
 3.94316341e-04  6.60335726e+00 -3.18666277e-01 
 3.94816341e-04  6.71476331e+00 -3.12635576e-01 
 3.95316341e-04  6.82192816e+00 -3.06404628e-01 
 3.95816341e-04  6.92478414e+00 -2.99977386e-01 
 3.96316341e-04  7.02326627e+00 -2.93357926e-01 
 3.96816341e-04  7.11731236e+00 -2.86550448e-01 
 3.97316341e-04  7.20686301e+00 -2.79559268e-01 
 3.97816341e-04  7.29186164e+00 -2.72388818e-01 
 3.98316341e-04  7.37225458e+00 -2.65043644e-01 
 3.98816341e-04  7.44799104e+00 -2.57528402e-01 
 3.99316341e-04  7.51902319e+00 -2.49847856e-01 
 3.99816341e-04  7.58530617e+00 -2.42006872e-01 
 4.00316341e-04  7.64679811e+00 -2.34010419e-01 
 4.00816341e-04  7.70346016e+00 -2.25863564e-01 
 4.01316341e-04  7.75525654e+00 -2.17571468e-01 
 4.01816341e-04  7.80215454e+00 -2.09139385e-01 
 4.02316341e-04  7.84412453e+00 -2.00572655e-01 
 4.02816341e-04  7.88114000e+00 -1.91876704e-01 
 4.03316341e-04  7.91317757e+00 -1.83057041e-01 
 4.03816341e-04  7.94021701e+00 -1.74119251e-01 
 4.04316341e-04  7.96224124e+00 -1.65068994e-01 
 4.04816341e-04  7.97923635e+00 -1.55912002e-01 
 4.05316341e-04  7.99119160e+00 -1.46654071e-01 
 4.05816341e-04  7.99809945e+00 -1.37301066e-01 
 4.06316341e-04  7.99995552e+00 -1.27858907e-01 
 4.06816341e-04  7.99675865e+00 -1.18333573e-01 
 4.07316341e-04  7.98851085e+00 -1.08731094e-01 
 4.07816341e-04  7.97521735e+00 -9.90575507e-02 
 4.08316341e-04  7.95688652e+00 -8.93190664e-02 
 4.08816341e-04  7.93352995e+00 -7.95218064e-02 
 4.09316341e-04  7.90516239e+00 -6.96719734e-02 
 4.09816341e-04  7.87180177e+00 -5.97758027e-02 
 4.10316341e-04  7.83346914e+00 -4.98395593e-02 
 4.10816341e-04  7.79018873e+00 -3.98695332e-02 
 4.11316341e-04  7.74198787e+00 -2.98720360e-02 
 4.11816341e-04  7.68889700e+00 -1.98533966e-02 
 4.12316341e-04  7.63094967e+00 -9.81995708e-03 
 4.12816341e-04  7.56818246e+00  2.21930923e-04 
 4.13316341e-04  7.50063502e+00  1.02659105e-02 
 4.13816341e-04  7.42835002e+00  2.03056235e-02 
 4.14316341e-04  7.35137312e+00  3.03347143e-02 
 4.14816341e-04  7.26975293e+00  4.03468342e-02 
 4.15316341e-04  7.18354101e+00  5.03356451e-02 
 4.15816341e-04  7.09279181e+00  6.02948237e-02 
 4.16316341e-04  6.99756265e+00  7.02180655e-02 
 4.16816341e-04  6.89791368e+00  8.00990886e-02 
 4.17316341e-04  6.79390784e+00  8.99316379e-02 
 4.17816341e-04  6.68561083e+00  9.97094891e-02 
 4.18316341e-04  6.57309104e+00  1.09426452e-01 
 4.18816341e-04  6.45641954e+00  1.19076376e-01 
 4.19316341e-04  6.33567003e+00  1.28653152e-01 
 4.19816341e-04  6.21091878e+00  1.38150717e-01 
 4.20316341e-04  6.08224457e+00  1.47563058e-01 
 4.20816341e-04  5.94972869e+00  1.56884218e-01 
 4.21316341e-04  5.81345484e+00  1.66108295e-01 
 4.21816341e-04  5.67350908e+00  1.75229450e-01 
 4.22316341e-04  5.52997981e+00  1.84241908e-01 
 4.22816341e-04  5.38295769e+00  1.93139964e-01 
 4.23316341e-04  5.23253557e+00  2.01917984e-01 
 4.23816341e-04  5.07880848e+00  2.10570412e-01 
 4.24316341e-04  4.92187350e+00  2.19091768e-01 
 4.24816341e-04  4.76182975e+00  2.27476659e-01 
 4.25316341e-04  4.59877834e+00  2.35719775e-01 
 4.25816341e-04  4.43282224e+00  2.43815897e-01 
 4.26316341e-04  4.26406627e+00  2.51759899e-01 
 4.26816341e-04  4.09261703e+00  2.59546752e-01 
 4.27316341e-04  3.91858280e+00  2.67171524e-01 
 4.27816341e-04  3.74207351e+00  2.74629387e-01 
 4.28316341e-04  3.56320065e+00  2.81915620e-01 
 4.28816341e-04  3.38207720e+00  2.89025607e-01 
 4.29316341e-04  3.19881755e+00  2.95954846e-01 
 4.29816341e-04  3.01353746e+00  3.02698949e-01 
 4.30316341e-04  2.82635395e+00  3.09253644e-01 
 4.30816341e-04  2.63738526e+00  3.15614780e-01 
 4.31316341e-04  2.44675074e+00  3.21778328e-01 
 4.31816341e-04  2.25457080e+00  3.27740383e-01 
 4.32316341e-04  2.06096683e+00  3.33497167e-01 
 4.32816341e-04  1.86606110e+00  3.39045035e-01 
 4.33316341e-04  1.66997673e+00  3.44380471e-01 
 4.33816341e-04  1.47283757e+00  3.49500094e-01 
 4.34316341e-04  1.27476813e+00  3.54400659e-01 
 4.34816341e-04  1.07589352e+00  3.59079060e-01 
 4.35316341e-04  8.76339350e-01  3.63532332e-01 
 4.35816341e-04  6.76231668e-01  3.67757652e-01 
 4.36316341e-04  4.75696864e-01  3.71752339e-01 
 4.36816341e-04  2.74861599e-01  3.75513862e-01 
 4.37316341e-04  7.38527255e-02  3.79039832e-01 
 4.37816341e-04 -1.27202795e-01  3.82328014e-01 
 4.38316341e-04 -3.28177971e-01  3.85376321e-01 
 4.38816341e-04 -5.28945863e-01  3.88182816e-01 
 4.39316341e-04 -7.29379662e-01  3.90745717e-01 
 4.39816341e-04 -9.29352768e-01  3.93063396e-01 
 4.40316341e-04 -1.12873888e+00  3.95134378e-01 
 4.40816341e-04 -1.32741205e+00  3.96957347e-01 
 4.41316341e-04 -1.52524680e+00  3.98531141e-01 
 4.41816341e-04 -1.72211817e+00  3.99854756e-01 
 4.42316341e-04 -1.91790181e+00  4.00927348e-01 
 4.42816341e-04 -2.11247407e+00  4.01748228e-01 
 4.43316341e-04 -2.30571204e+00  4.02316870e-01 
 4.43816341e-04 -2.49749368e+00  4.02632904e-01 
 4.44316341e-04 -2.68769784e+00  4.02696122e-01 
 4.44816341e-04 -2.87620440e+00  4.02506476e-01 
 4.45316341e-04 -3.06289429e+00  4.02064075e-01 
 4.45816341e-04 -3.24764958e+00  4.01369190e-01 
 4.46316341e-04 -3.43035359e+00  4.00422251e-01 
 4.46816341e-04 -3.61089092e+00  3.99223847e-01 
 4.47316341e-04 -3.78914753e+00  3.97774727e-01 
 4.47816341e-04 -3.96501083e+00  3.96075796e-01 
 4.48316341e-04 -4.13836975e+00  3.94128120e-01 
 4.48816341e-04 -4.30911478e+00  3.91932920e-01 
 4.49316341e-04 -4.47713809e+00  3.89491573e-01 
 4.49816341e-04 -4.64233353e+00  3.86805613e-01 
 4.50316341e-04 -4.80459679e+00  3.83876729e-01 
 4.50816341e-04 -4.96382535e+00  3.80706761e-01 
 4.51316341e-04 -5.11991866e+00  3.77297703e-01 
 4.51816341e-04 -5.27277811e+00  3.73651701e-01 
 4.52316341e-04 -5.42230717e+00  3.69771048e-01 
 4.52816341e-04 -5.56841138e+00  3.65658188e-01 
 4.53316341e-04 -5.71099846e+00  3.61315710e-01 
 4.53816341e-04 -5.84997835e+00  3.56746348e-01 
 4.54316341e-04 -5.98526328e+00  3.51952981e-01 
 4.54816341e-04 -6.11676778e+00  3.46938628e-01 
 4.55316341e-04 -6.24440880e+00  3.41706447e-01 
 4.55816341e-04 -6.36810572e+00  3.36259736e-01 
 4.56316341e-04 -6.48778040e+00  3.30601927e-01 
 4.56816341e-04 -6.60335726e+00  3.24736584e-01 
 4.57316341e-04 -6.71476331e+00  3.18667405e-01 
 4.57816341e-04 -6.82192816e+00  3.12398215e-01 
 4.58316341e-04 -6.92478414e+00  3.05932965e-01 
 4.58816341e-04 -7.02326627e+00  2.99275732e-01 
 4.59316341e-04 -7.11731236e+00  2.92430711e-01 
 4.59816341e-04 -7.20686301e+00  2.85402218e-01 
 4.60316341e-04 -7.29186164e+00  2.78194684e-01 
 4.60816341e-04 -7.37225458e+00  2.70812654e-01 
 4.61316341e-04 -7.44799104e+00  2.63260783e-01 
 4.61816341e-04 -7.51902319e+00  2.55543831e-01 
 4.62316341e-04 -7.58530617e+00  2.47666665e-01 
 4.62816341e-04 -7.64679811e+00  2.39634252e-01 
