 time            v(NIN)          v(NSKOUT)      
 6.95816341e-04 -3.24764958e+00  3.99199745e-01 
 6.96316341e-04 -3.43035359e+00  3.98266114e-01 
 6.96816341e-04 -3.61089092e+00  3.97080936e-01 
 6.97316341e-04 -3.78914753e+00  3.95644961e-01 
 6.97816341e-04 -3.96501083e+00  3.93959095e-01 
 6.98316341e-04 -4.13836975e+00  3.92024403e-01 
 6.98816341e-04 -4.30911478e+00  3.89842107e-01 
 6.99316341e-04 -4.47713809e+00  3.87413585e-01 
 6.99816341e-04 -4.64233353e+00  3.84740372e-01 
 7.00316341e-04 -4.80459679e+00  3.81824156e-01 
 7.00816341e-04 -4.96382535e+00  3.78666779e-01 
 7.01316341e-04 -5.11991866e+00  3.75270235e-01 
 7.01816341e-04 -5.27277811e+00  3.71636669e-01 
 7.02316341e-04 -5.42230717e+00  3.67768377e-01 
 7.02816341e-04 -5.56841138e+00  3.63667801e-01 
 7.03316341e-04 -5.71099846e+00  3.59337532e-01 
 7.03816341e-04 -5.84997835e+00  3.54780305e-01 
 7.04316341e-04 -5.98526328e+00  3.49998998e-01 
 7.04816341e-04 -6.11676778e+00  3.44996631e-01 
 7.05316341e-04 -6.24440880e+00  3.39776363e-01 
 7.05816341e-04 -6.36810572e+00  3.34341491e-01 
 7.06316341e-04 -6.48778040e+00  3.28695448e-01 
 7.06816341e-04 -6.60335726e+00  3.22841800e-01 
 7.07316341e-04 -6.71476331e+00  3.16784244e-01 
 7.07816341e-04 -6.82192816e+00  3.10526605e-01 
 7.08316341e-04 -6.92478414e+00  3.04072836e-01 
 7.08816341e-04 -7.02326627e+00  2.97427013e-01 
 7.09316341e-04 -7.11731236e+00  2.90593332e-01 
 7.09816341e-04 -7.20686301e+00  2.83576110e-01 
 7.10316341e-04 -7.29186164e+00  2.76379778e-01 
 7.10816341e-04 -7.37225458e+00  2.69008881e-01 
 7.11316341e-04 -7.44799104e+00  2.61468074e-01 
 7.11816341e-04 -7.51902319e+00  2.53762119e-01 
 7.12316341e-04 -7.58530617e+00  2.45895882e-01 
 7.12816341e-04 -7.64679811e+00  2.37874332e-01 
 7.13316341e-04 -7.70346016e+00  2.29702533e-01 
 7.13816341e-04 -7.75525654e+00  2.21385646e-01 
 7.14316341e-04 -7.80215454e+00  2.12928924e-01 
 7.14816341e-04 -7.84412453e+00  2.04337706e-01 
 7.15316341e-04 -7.88114000e+00  1.95617418e-01 
 7.15816341e-04 -7.91317757e+00  1.86773567e-01 
 7.16316341e-04 -7.94021701e+00  1.77811737e-01 
 7.16816341e-04 -7.96224124e+00  1.68737588e-01 
 7.17316341e-04 -7.97923635e+00  1.59556849e-01 
 7.17816341e-04 -7.99119160e+00  1.50275319e-01 
 7.18316341e-04 -7.99809945e+00  1.40898858e-01 
 7.18816341e-04 -7.99995552e+00  1.31433388e-01 
 7.19316341e-04 -7.99675865e+00  1.21884885e-01 
 7.19816341e-04 -7.98851085e+00  1.12259380e-01 
 7.20316341e-04 -7.97521735e+00  1.02562952e-01 
 7.20816341e-04 -7.95688652e+00  9.28017227e-02 
 7.21316341e-04 -7.93352995e+00  8.29818576e-02 
 7.21816341e-04 -7.90516239e+00  7.31095580e-02 
 7.22316341e-04 -7.87180177e+00  6.31910586e-02 
 7.22816341e-04 -7.83346914e+00  5.32326234e-02 
 7.23316341e-04 -7.79018873e+00  4.32405417e-02 
 7.23816341e-04 -7.74198787e+00  3.32211242e-02 
 7.24316341e-04 -7.68889700e+00  2.31806988e-02 
 7.24816341e-04 -7.63094967e+00  1.31256071e-02 
 7.25316341e-04 -7.56818246e+00  3.06219963e-03 
 7.25816341e-04 -7.50063502e+00 -7.00316739e-03 
 7.26316341e-04 -7.42835002e+00 -1.70641366e-02 
 7.26816341e-04 -7.35137312e+00 -2.71143533e-02 
 7.27316341e-04 -7.26975293e+00 -3.71474694e-02 
 7.27816341e-04 -7.18354101e+00 -4.71571477e-02 
 7.28316341e-04 -7.09279181e+00 -5.71370658e-02 
 7.28816341e-04 -6.99756265e+00 -6.70809198e-02 
 7.29316341e-04 -6.89791368e+00 -7.69824287e-02 
 7.29816341e-04 -6.79390784e+00 -8.68353382e-02 
 7.30316341e-04 -6.68561083e+00 -9.66334246e-02 
 7.30816341e-04 -6.57309104e+00 -1.06370499e-01 
 7.31316341e-04 -6.45641954e+00 -1.16040411e-01 
 7.31816341e-04 -6.33567003e+00 -1.25637051e-01 
 7.32316341e-04 -6.21091878e+00 -1.35154360e-01 
 7.32816341e-04 -6.08224457e+00 -1.44586323e-01 
 7.33316341e-04 -5.94972869e+00 -1.53926985e-01 
 7.33816341e-04 -5.81345484e+00 -1.63170444e-01 
 7.34316341e-04 -5.67350908e+00 -1.72310862e-01 
 7.34816341e-04 -5.52997981e+00 -1.81342466e-01 
 7.35316341e-04 -5.38295769e+00 -1.90259549e-01 
 7.35816341e-04 -5.23253557e+00 -1.99056481e-01 
 7.36316341e-04 -5.07880848e+00 -2.07727703e-01 
 7.36816341e-04 -4.92187350e+00 -2.16267739e-01 
 7.37316341e-04 -4.76182975e+00 -2.24671195e-01 
 7.37816341e-04 -4.59877834e+00 -2.32932762e-01 
 7.38316341e-04 -4.43282224e+00 -2.41047222e-01 
 7.38816341e-04 -4.26406627e+00 -2.49009450e-01 
 7.39316341e-04 -4.09261703e+00 -2.56814416e-01 
 7.39816341e-04 -3.91858280e+00 -2.64457191e-01 
 7.40316341e-04 -3.74207351e+00 -2.71932947e-01 
 7.40816341e-04 -3.56320065e+00 -2.79236961e-01 
 7.41316341e-04 -3.38207720e+00 -2.86364622e-01 
 7.41816341e-04 -3.19881755e+00 -2.93311426e-01 
 7.42316341e-04 -3.01353746e+00 -3.00072986e-01 
 7.42816341e-04 -2.82635395e+00 -3.06645032e-01 
 7.43316341e-04 -2.63738526e+00 -3.13023411e-01 
 7.43816341e-04 -2.44675074e+00 -3.19204097e-01 
 7.44316341e-04 -2.25457080e+00 -3.25183184e-01 
 7.44816341e-04 -2.06096683e+00 -3.30956898e-01 
 7.45316341e-04 -1.86606110e+00 -3.36521590e-01 
 7.45816341e-04 -1.66997673e+00 -3.41873747e-01 
 7.46316341e-04 -1.47283757e+00 -3.47009989e-01 
 7.46816341e-04 -1.27476813e+00 -3.51927070e-01 
 7.47316341e-04 -1.07589352e+00 -3.56621887e-01 
 7.47816341e-04 -8.76339350e-01 -3.61091474e-01 
 7.48316341e-04 -6.76231668e-01 -3.65333008e-01 
 7.48816341e-04 -4.75696864e-01 -3.69343811e-01 
 7.49316341e-04 -2.74861599e-01 -3.73121350e-01 
 7.49816341e-04 -7.38527255e-02 -3.76663238e-01 
 7.50316341e-04  1.27202795e-01 -3.79967241e-01 
 7.50816341e-04  3.28177971e-01 -3.83031271e-01 
 7.51316341e-04  5.28945863e-01 -3.85853393e-01 
 7.51816341e-04  7.29379662e-01 -3.88431825e-01 
 7.52316341e-04  9.29352768e-01 -3.90764940e-01 
 7.52816341e-04  1.12873888e+00 -3.92851263e-01 
 7.53316341e-04  1.32741205e+00 -3.94689479e-01 
 7.53816341e-04  1.52524680e+00 -3.96278427e-01 
 7.54316341e-04  1.72211817e+00 -3.97617103e-01 
 7.54816341e-04  1.91790181e+00 -3.98704662e-01 
 7.55316341e-04  2.11247407e+00 -3.99540419e-01 
 7.55816341e-04  2.30571204e+00 -4.00123846e-01 
 7.56316341e-04  2.49749368e+00 -4.00454575e-01 
 7.56816341e-04  2.68769784e+00 -4.00532397e-01 
 7.57316341e-04  2.87620440e+00 -4.00357265e-01 
 7.57816341e-04  3.06289429e+00 -3.99929290e-01 
 7.58316341e-04  3.24764958e+00 -3.99248742e-01 
 7.58816341e-04  3.43035359e+00 -3.98316053e-01 
 7.59316341e-04  3.61089092e+00 -3.97131811e-01 
 7.59816341e-04  3.78914753e+00 -3.95696765e-01 
 7.60316341e-04  3.96501083e+00 -3.94011824e-01 
 7.60816341e-04  4.13836975e+00 -3.92078050e-01 
 7.61316341e-04  4.30911478e+00 -3.89896667e-01 
 7.61816341e-04  4.47713809e+00 -3.87469053e-01 
 7.62316341e-04  4.64233353e+00 -3.84796742e-01 
 7.62816341e-04  4.80459679e+00 -3.81881422e-01 
 7.63316341e-04  4.96382535e+00 -3.78724936e-01 
 7.63816341e-04  5.11991866e+00 -3.75329277e-01 
 7.64316341e-04  5.27277811e+00 -3.71696592e-01 
 7.64816341e-04  5.42230717e+00 -3.67829174e-01 
 7.65316341e-04  5.56841138e+00 -3.63729468e-01 
 7.65816341e-04  5.71099846e+00 -3.59400063e-01 
 7.66316341e-04  5.84997835e+00 -3.54843694e-01 
 7.66816341e-04  5.98526328e+00 -3.50063240e-01 
 7.67316341e-04  6.11676778e+00 -3.45061721e-01 
 7.67816341e-04  6.24440880e+00 -3.39842296e-01 
 7.68316341e-04  6.36810572e+00 -3.34408262e-01 
 7.68816341e-04  6.48778040e+00 -3.28763052e-01 
 7.69316341e-04  6.60335726e+00 -3.22910231e-01 
 7.69816341e-04  6.71476331e+00 -3.16853497e-01 
 7.70316341e-04  6.82192816e+00 -3.10596676e-01 
 7.70816341e-04  6.92478414e+00 -3.04143719e-01 
 7.71316341e-04  7.02326627e+00 -2.97498703e-01 
 7.71816341e-04  7.11731236e+00 -2.90665825e-01 
 7.72316341e-04  7.20686301e+00 -2.83649400e-01 
 7.72816341e-04  7.29186164e+00 -2.76453861e-01 
 7.73316341e-04  7.37225458e+00 -2.69083752e-01 
 7.73816341e-04  7.44799104e+00 -2.61543727e-01 
 7.74316341e-04  7.51902319e+00 -2.53838550e-01 
 7.74816341e-04  7.58530617e+00 -2.45973087e-01 
 7.75316341e-04  7.64679811e+00 -2.37952305e-01 
 7.75816341e-04  7.70346016e+00 -2.29781270e-01 
 7.76316341e-04  7.75525654e+00 -2.21465142e-01 
 7.76816341e-04  7.80215454e+00 -2.13009175e-01 
 7.77316341e-04  7.84412453e+00 -2.04418707e-01 
 7.77816341e-04  7.88114000e+00 -1.95699164e-01 
 7.78316341e-04  7.91317757e+00 -1.86856054e-01 
 7.78816341e-04  7.94021701e+00 -1.77894960e-01 
 7.79316341e-04  7.96224124e+00 -1.68821543e-01 
 7.79816341e-04  7.97923635e+00 -1.59641531e-01 
 7.80316341e-04  7.99119160e+00 -1.50360724e-01 
 7.80816341e-04  7.99809945e+00 -1.40984981e-01 
 7.81316341e-04  7.99995552e+00 -1.31520225e-01 
 7.81816341e-04  7.99675865e+00 -1.21972431e-01 
 7.82316341e-04  7.98851085e+00 -1.12347632e-01 
 7.82816341e-04  7.97521735e+00 -1.02651904e-01 
 7.83316341e-04  7.95688652e+00 -9.28913712e-02 
 7.83816341e-04  7.93352995e+00 -8.30721983e-02 
 7.84316341e-04  7.90516239e+00 -7.32005867e-02 
 7.84816341e-04  7.87180177e+00 -6.32827711e-02 
 7.85316341e-04  7.83346914e+00 -5.33250155e-02 
 7.85816341e-04  7.79018873e+00 -4.33336092e-02 
 7.86316341e-04  7.74198787e+00 -3.33148629e-02 
 7.86816341e-04  7.68889700e+00 -2.32751047e-02 
 7.87316341e-04  7.63094967e+00 -1.32206760e-02 
 7.87816341e-04  7.56818246e+00 -3.15792760e-03 
 7.88316341e-04  7.50063502e+00  6.90678448e-03 
 7.88816341e-04  7.42835002e+00  1.69671028e-02 
 7.89316341e-04  7.35137312e+00  2.70166725e-02 
 7.89816341e-04  7.26975293e+00  3.70491457e-02 
 7.90316341e-04  7.18354101e+00  4.70581850e-02 
 7.90816341e-04  7.09279181e+00  5.70374679e-02 
 7.91316341e-04  6.99756265e+00  6.69806907e-02 
 7.91816341e-04  6.89791368e+00  7.68815723e-02 
 7.92316341e-04  6.79390784e+00  8.67338583e-02 
 7.92816341e-04  6.68561083e+00  9.65313251e-02 
 7.93316341e-04  6.57309104e+00  1.06267783e-01 
 7.93816341e-04  6.45641954e+00  1.15937083e-01 
 7.94316341e-04  6.33567003e+00  1.25533116e-01 
 7.94816341e-04  6.21091878e+00  1.35049819e-01 
 7.95316341e-04  6.08224457e+00  1.44481182e-01 
 7.95816341e-04  5.94972869e+00  1.53821247e-01 
 7.96316341e-04  5.81345484e+00  1.63064112e-01 
 7.96816341e-04  5.67350908e+00  1.72203940e-01 
 7.97316341e-04  5.52997981e+00  1.81234957e-01 
 7.97816341e-04  5.38295769e+00  1.90151458e-01 
 7.98316341e-04  5.23253557e+00  1.98947810e-01 
 7.98816341e-04  5.07880848e+00  2.07618457e-01 
 7.99316341e-04  4.92187350e+00  2.16157922e-01 
 7.99816341e-04  4.76182975e+00  2.24560809e-01 
 8.00316341e-04  4.59877834e+00  2.32821811e-01 
 8.00816341e-04  4.43282224e+00  2.40935710e-01 
 8.01316341e-04  4.26406627e+00  2.48897379e-01 
 8.01816341e-04  4.09261703e+00  2.56701791e-01 
 8.02316341e-04  3.91858280e+00  2.64344014e-01 
 8.02816341e-04  3.74207351e+00  2.71819222e-01 
 8.03316341e-04  3.56320065e+00  2.79122692e-01 
 8.03816341e-04  3.38207720e+00  2.86249811e-01 
 8.04316341e-04  3.19881755e+00  2.93196078e-01 
 8.04816341e-04  3.01353746e+00  2.99957103e-01 
 8.05316341e-04  2.82635395e+00  3.06528617e-01 
 8.05816341e-04  2.63738526e+00  3.12906469e-01 
 8.06316341e-04  2.44675074e+00  3.19086630e-01 
 8.06816341e-04  2.25457080e+00  3.25065196e-01 
 8.07316341e-04  2.06096683e+00  3.30838391e-01 
 8.07816341e-04  1.86606110e+00  3.36402568e-01 
 8.08316341e-04  1.66997673e+00  3.41754213e-01 
 8.08816341e-04  1.47283757e+00  3.46889945e-01 
 8.09316341e-04  1.27476813e+00  3.51806521e-01 
 8.09816341e-04  1.07589352e+00  3.56500835e-01 
 8.10316341e-04  8.76339350e-01  3.60969923e-01 
 8.10816341e-04  6.76231668e-01  3.65210960e-01 
 8.11316341e-04  4.75696864e-01  3.69221270e-01 
 8.11816341e-04  2.74861599e-01  3.72998318e-01 
 8.12316341e-04  7.38527255e-02  3.76539719e-01 
 8.12816341e-04 -1.27202795e-01  3.79843237e-01 
 8.13316341e-04 -3.28177971e-01  3.82906785e-01 
 8.13816341e-04 -5.28945863e-01  3.85728429e-01 
 8.14316341e-04 -7.29379662e-01  3.88306385e-01 
 8.14816341e-04 -9.29352768e-01  3.90639027e-01 
 8.15316341e-04 -1.12873888e+00  3.92724882e-01 
 8.15816341e-04 -1.32741205e+00  3.94562631e-01 
 8.16316341e-04 -1.52524680e+00  3.96151114e-01 
 8.16816341e-04 -1.72211817e+00  3.97489329e-01 
 8.17316341e-04 -1.91790181e+00  3.98576430e-01 
 8.17816341e-04 -2.11247407e+00  3.99411731e-01 
 8.18316341e-04 -2.30571204e+00  3.99994705e-01 
 8.18816341e-04 -2.49749368e+00  4.00324984e-01 
 8.19316341e-04 -2.68769784e+00  4.00402359e-01 
 8.19816341e-04 -2.87620440e+00  4.00226783e-01 
 8.20316341e-04 -3.06289429e+00  3.99798366e-01 
 8.20816341e-04 -3.24764958e+00  3.99117379e-01 
 8.21316341e-04 -3.43035359e+00  3.98184253e-01 
 8.21816341e-04 -3.61089092e+00  3.96999577e-01 
 8.22316341e-04 -3.78914753e+00  3.95564101e-01 
 8.22816341e-04 -3.96501083e+00  3.93878731e-01 
 8.23316341e-04 -4.13836975e+00  3.91944532e-01 
 8.23816341e-04 -4.30911478e+00  3.89762726e-01 
 8.24316341e-04 -4.47713809e+00  3.87334691e-01 
 8.24816341e-04 -4.64233353e+00  3.84661962e-01 
 8.25316341e-04 -4.80459679e+00  3.81746227e-01 
 8.25816341e-04 -4.96382535e+00  3.78589328e-01 
 8.26316341e-04 -5.11991866e+00  3.75193259e-01 
 8.26816341e-04 -5.27277811e+00  3.71560165e-01 
 8.27316341e-04 -5.42230717e+00  3.67692342e-01 
 8.27816341e-04 -5.56841138e+00  3.63592233e-01 
 8.28316341e-04 -5.71099846e+00  3.59262428e-01 
 8.28816341e-04 -5.84997835e+00  3.54705661e-01 
 8.29316341e-04 -5.98526328e+00  3.49924812e-01 
 8.29816341e-04 -6.11676778e+00  3.44922900e-01 
 8.30316341e-04 -6.24440880e+00  3.39703084e-01 
 8.30816341e-04 -6.36810572e+00  3.34268662e-01 
 8.31316341e-04 -6.48778040e+00  3.28623066e-01 
 8.31816341e-04 -6.60335726e+00  3.22769862e-01 
 8.32316341e-04 -6.71476331e+00  3.16712747e-01 
 8.32816341e-04 -6.82192816e+00  3.10455547e-01 
 8.33316341e-04 -6.92478414e+00  3.04002214e-01 
 8.33816341e-04 -7.02326627e+00  2.97356824e-01 
 8.34316341e-04 -7.11731236e+00  2.90523574e-01 
 8.34816341e-04 -7.20686301e+00  2.83506779e-01 
 8.35316341e-04 -7.29186164e+00  2.76310873e-01 
 8.35816341e-04 -7.37225458e+00  2.68940398e-01 
 8.36316341e-04 -7.44799104e+00  2.61400011e-01 
 8.36816341e-04 -7.51902319e+00  2.53694474e-01 
 8.37316341e-04 -7.58530617e+00  2.45828652e-01 
 8.37816341e-04 -7.64679811e+00  2.37807514e-01 
 8.38316341e-04 -7.70346016e+00  2.29636125e-01 
 8.38816341e-04 -7.75525654e+00  2.21319645e-01 
 8.39316341e-04 -7.80215454e+00  2.12863328e-01 
 8.39816341e-04 -7.84412453e+00  2.04272512e-01 
 8.40316341e-04 -7.88114000e+00  1.95552625e-01 
 8.40816341e-04 -7.91317757e+00  1.86709171e-01 
 8.41316341e-04 -7.94021701e+00  1.77747736e-01 
 8.41816341e-04 -7.96224124e+00  1.68673979e-01 
 8.42316341e-04 -7.97923635e+00  1.59493631e-01 
 8.42816341e-04 -7.99119160e+00  1.50212489e-01 
 8.43316341e-04 -7.99809945e+00  1.40836413e-01 
 8.43816341e-04 -7.99995552e+00  1.31371326e-01 
 8.44316341e-04 -7.99675865e+00  1.21823204e-01 
 8.44816341e-04 -7.98851085e+00  1.12198077e-01 
 8.45316341e-04 -7.97521735e+00  1.02502025e-01 
 8.45816341e-04 -7.95688652e+00  9.27411694e-02 
 8.46316341e-04 -7.93352995e+00  8.29216757e-02 
 8.46816341e-04 -7.90516239e+00  7.30497453e-02 
 8.47316341e-04 -7.87180177e+00  6.31316128e-02 
 8.47816341e-04 -7.83346914e+00  5.31735422e-02 
 8.48316341e-04 -7.79018873e+00  4.31818229e-02 
 8.48816341e-04 -7.74198787e+00  3.31627656e-02 
 8.49316341e-04 -7.68889700e+00  2.31226982e-02 
 8.49816341e-04 -7.63094967e+00  1.30679623e-02 
 8.50316341e-04 -7.56818246e+00  3.00490844e-03 
 8.50816341e-04 -7.50063502e+00 -7.06010715e-03 
 8.51316341e-04 -7.42835002e+00 -1.71207271e-02 
 8.51816341e-04 -7.35137312e+00 -2.71705966e-02 
 8.52316341e-04 -7.26975293e+00 -3.72033677e-02 
 8.52816341e-04 -7.18354101e+00 -4.72127032e-02 
 8.53316341e-04 -7.09279181e+00 -5.71922805e-02 
 8.53816341e-04 -6.99756265e+00 -6.71357958e-02 
 8.54316341e-04 -6.89791368e+00 -7.70369681e-02 
 8.54816341e-04 -6.79390784e+00 -8.68895430e-02 
 8.55316341e-04 -6.68561083e+00 -9.66872969e-02 
 8.55816341e-04 -6.57309104e+00 -1.06424041e-01 
 8.56316341e-04 -6.45641954e+00 -1.16093624e-01 
 8.56816341e-04 -6.33567003e+00 -1.25689938e-01 
 8.57316341e-04 -6.21091878e+00 -1.35206922e-01 
 8.57816341e-04 -6.08224457e+00 -1.44638564e-01 
 8.58316341e-04 -5.94972869e+00 -1.53978905e-01 
 8.58816341e-04 -5.81345484e+00 -1.63222045e-01 
 8.59316341e-04 -5.67350908e+00 -1.72362147e-01 
 8.59816341e-04 -5.52997981e+00 -1.81393436e-01 
 8.60316341e-04 -5.38295769e+00 -1.90310207e-01 
 8.60816341e-04 -5.23253557e+00 -1.99106827e-01 
 8.61316341e-04 -5.07880848e+00 -2.07777741e-01 
 8.61816341e-04 -4.92187350e+00 -2.16317470e-01 
 8.62316341e-04 -4.76182975e+00 -2.24720621e-01 
 8.62816341e-04 -4.59877834e+00 -2.32981885e-01 
 8.63316341e-04 -4.43282224e+00 -2.41096044e-01 
 8.63816341e-04 -4.26406627e+00 -2.49057972e-01 
 8.64316341e-04 -4.09261703e+00 -2.56862641e-01 
 8.64816341e-04 -3.91858280e+00 -2.64505120e-01 
 8.65316341e-04 -3.74207351e+00 -2.71980581e-01 
 8.65816341e-04 -3.56320065e+00 -2.79284304e-01 
 8.66316341e-04 -3.38207720e+00 -2.86411674e-01 
 8.66816341e-04 -3.19881755e+00 -2.93358189e-01 
 8.67316341e-04 -3.01353746e+00 -3.00119463e-01 
 8.67816341e-04 -2.82635395e+00 -3.06691223e-01 
 8.68316341e-04 -2.63738526e+00 -3.13069319e-01 
 8.68816341e-04 -2.44675074e+00 -3.19249723e-01 
 8.69316341e-04 -2.25457080e+00 -3.25228531e-01 
 8.69816341e-04 -2.06096683e+00 -3.31001966e-01 
 8.70316341e-04 -1.86606110e+00 -3.36566382e-01 
 8.70816341e-04 -1.66997673e+00 -3.41918264e-01 
 8.71316341e-04 -1.47283757e+00 -3.47054233e-01 
 8.71816341e-04 -1.27476813e+00 -3.51971043e-01 
 8.72316341e-04 -1.07589352e+00 -3.56665590e-01 
 8.72816341e-04 -8.76339350e-01 -3.61134909e-01 
 8.73316341e-04 -6.76231668e-01 -3.65376177e-01 
 8.73816341e-04 -4.75696864e-01 -3.69386715e-01 
 8.74316341e-04 -2.74861599e-01 -3.73163990e-01 
 8.74816341e-04 -7.38527255e-02 -3.76705617e-01 
 8.75316341e-04  1.27202795e-01 -3.80009360e-01 
 8.75816341e-04  3.28177971e-01 -3.83073131e-01 
 8.76316341e-04  5.28945863e-01 -3.85894996e-01 
 8.76816341e-04  7.29379662e-01 -3.88473173e-01 
 8.77316341e-04  9.29352768e-01 -3.90806034e-01 
 8.77816341e-04  1.12873888e+00 -3.92892106e-01 
 8.78316341e-04  1.32741205e+00 -3.94730072e-01 
 8.78816341e-04  1.52524680e+00 -3.96318770e-01 
 8.79316341e-04  1.72211817e+00 -3.97657199e-01 
 8.79816341e-04  1.91790181e+00 -3.98744512e-01 
 8.80316341e-04  2.11247407e+00 -3.99580024e-01 
 8.80816341e-04  2.30571204e+00 -4.00163208e-01 
 8.81316341e-04  2.49749368e+00 -4.00493696e-01 
 8.81816341e-04  2.68769784e+00 -4.00571278e-01 
 8.82316341e-04  2.87620440e+00 -4.00395908e-01 
 8.82816341e-04  3.06289429e+00 -3.99967695e-01 
 8.83316341e-04  3.24764958e+00 -3.99286912e-01 
 8.83816341e-04  3.43035359e+00 -3.98353988e-01 
 8.84316341e-04  3.61089092e+00 -3.97169514e-01 
 8.84816341e-04  3.78914753e+00 -3.95734237e-01 
 8.85316341e-04  3.96501083e+00 -3.94049065e-01 
 8.85816341e-04  4.13836975e+00 -3.92115064e-01 
 8.86316341e-04  4.30911478e+00 -3.89933454e-01 
 8.86816341e-04  4.47713809e+00 -3.87505614e-01 
 8.87316341e-04  4.64233353e+00 -3.84833079e-01 
 8.87816341e-04  4.80459679e+00 -3.81917536e-01 
 8.88316341e-04  4.96382535e+00 -3.78760828e-01 
 8.88816341e-04  5.11991866e+00 -3.75364949e-01 
 8.89316341e-04  5.27277811e+00 -3.71732045e-01 
 8.89816341e-04  5.42230717e+00 -3.67864410e-01 
 8.90316341e-04  5.56841138e+00 -3.63764487e-01 
 8.90816341e-04  5.71099846e+00 -3.59434867e-01 
 8.91316341e-04  5.84997835e+00 -3.54878285e-01 
 8.91816341e-04  5.98526328e+00 -3.50097619e-01 
 8.92316341e-04  6.11676778e+00 -3.45095889e-01 
 8.92816341e-04  6.24440880e+00 -3.39876254e-01 
 8.93316341e-04  6.36810572e+00 -3.34442012e-01 
 8.93816341e-04  6.48778040e+00 -3.28796595e-01 
 8.94316341e-04  6.60335726e+00 -3.22943569e-01 
 8.94816341e-04  6.71476331e+00 -3.16886630e-01 
 8.95316341e-04  6.82192816e+00 -3.10629606e-01 
 8.95816341e-04  6.92478414e+00 -3.04176447e-01 
 8.96316341e-04  7.02326627e+00 -2.97531230e-01 
 8.96816341e-04  7.11731236e+00 -2.90698153e-01 
 8.97316341e-04  7.20686301e+00 -2.83681530e-01 
 8.97816341e-04  7.29186164e+00 -2.76485793e-01 
 8.98316341e-04  7.37225458e+00 -2.69115488e-01 
 8.98816341e-04  7.44799104e+00 -2.61575269e-01 
 8.99316341e-04  7.51902319e+00 -2.53869898e-01 
 8.99816341e-04  7.58530617e+00 -2.46004243e-01 
 9.00316341e-04  7.64679811e+00 -2.37983270e-01 
 9.00816341e-04  7.70346016e+00 -2.29812045e-01 
 9.01316341e-04  7.75525654e+00 -2.21495728e-01 
 9.01816341e-04  7.80215454e+00 -2.13039573e-01 
 9.02316341e-04  7.84412453e+00 -2.04448919e-01 
 9.02816341e-04  7.88114000e+00 -1.95729191e-01 
 9.03316341e-04  7.91317757e+00 -1.86885896e-01 
 9.03816341e-04  7.94021701e+00 -1.77924619e-01 
 9.04316341e-04  7.96224124e+00 -1.68851020e-01 
 9.04816341e-04  7.97923635e+00 -1.59670828e-01 
 9.05316341e-04  7.99119160e+00 -1.50389840e-01 
 9.05816341e-04  7.99809945e+00 -1.41013919e-01 
 9.06316341e-04  7.99995552e+00 -1.31548985e-01 
 9.06816341e-04  7.99675865e+00 -1.22001016e-01 
 9.07316341e-04  7.98851085e+00 -1.12376041e-01 
 9.07816341e-04  7.97521735e+00 -1.02680138e-01 
 9.08316341e-04  7.95688652e+00 -9.29194327e-02 
 9.08816341e-04  7.93352995e+00 -8.31000877e-02 
 9.09316341e-04  7.90516239e+00 -7.32283050e-02 
 9.09816341e-04  7.87180177e+00 -6.33103193e-02 
 9.10316341e-04  7.83346914e+00 -5.33523947e-02 
 9.10816341e-04  7.79018873e+00 -4.33608205e-02 
 9.11316341e-04  7.74198787e+00 -3.33419073e-02 
 9.11816341e-04  7.68889700e+00 -2.33019832e-02 
 9.12316341e-04  7.63094967e+00 -1.32473896e-02 
 9.12816341e-04  7.56818246e+00 -3.18447733e-03 
 9.13316341e-04  7.50063502e+00  6.88039761e-03 
 9.13816341e-04  7.42835002e+00  1.69408777e-02 
 9.14316341e-04  7.35137312e+00  2.69906083e-02 
 9.14816341e-04  7.26975293e+00  3.70232414e-02 
 9.15316341e-04  7.18354101e+00  4.70324396e-02 
 9.15816341e-04  7.09279181e+00  5.70118805e-02 
 9.16316341e-04  6.99756265e+00  6.69552602e-02 
 9.16816341e-04  6.89791368e+00  7.68562978e-02 
 9.17316341e-04  6.79390784e+00  8.67087388e-02 
 9.17816341e-04  6.68561083e+00  9.65063597e-02 
 9.18316341e-04  6.57309104e+00  1.06242971e-01 
 9.18816341e-04  6.45641954e+00  1.15912423e-01 
 9.19316341e-04  6.33567003e+00  1.25508607e-01 
 9.19816341e-04  6.21091878e+00  1.35025461e-01 
 9.20316341e-04  6.08224457e+00  1.44456973e-01 
 9.20816341e-04  5.94972869e+00  1.53797186e-01 
 9.21316341e-04  5.81345484e+00  1.63040199e-01 
 9.21816341e-04  5.67350908e+00  1.72180174e-01 
 9.22316341e-04  5.52997981e+00  1.81211337e-01 
 9.22816341e-04  5.38295769e+00  1.90127983e-01 
 9.23316341e-04  5.23253557e+00  1.98924479e-01 
 9.23816341e-04  5.07880848e+00  2.07595269e-01 
 9.24316341e-04  4.92187350e+00  2.16134875e-01 
 9.24816341e-04  4.76182975e+00  2.24537904e-01 
 9.25316341e-04  4.59877834e+00  2.32799047e-01 
 9.25816341e-04  4.43282224e+00  2.40913085e-01 
 9.26316341e-04  4.26406627e+00  2.48874893e-01 
 9.26816341e-04  4.09261703e+00  2.56679443e-01 
 9.27316341e-04  3.91858280e+00  2.64321803e-01 
 9.27816341e-04  3.74207351e+00  2.71797147e-01 
